Title,Nom_source,Type_source,Periodiscite,Couverture_geographique,Date
_ L_appel urgent de 19 organisations catholiques,La Croix,Presse • Journaux,Quotidien,Nationale,Mercredi 10 octobre 2018
_ Océan _ uNe hausse assurée,l'Humanité,Presse • Journaux,Quotidien,Nationale,Vendredi 14 avril 2017
_ S_adapter ou subir,l'Humanité,Presse • Journaux,Quotidien,Nationale,Mercredi 14 mai 2014
_ Réfugiés Vers un statut pour les déplacés climatiques _,l'Humanité,Presse • Journaux,Quotidien,Nationale,Lundi 3 février 2020
_ Le climat_ nouvel enjeu stratégique,Le Figaro,Presse • Journaux,Quotidien,Nationale,Samedi 11 avril 2009
_ Cinq minutes dans le noir pour __sauver la planète__,Le Figaro,Presse • Journaux,Quotidien,Nationale,Vendredi 2 février 2007
_ _ _Les cultures ne s_opposent pas mais s_additionnent _,Ouest-France,Presse • Journaux,Quotidien,Régionale,Jeudi 13 février 2020
_ Greenpeace investit la tour Eiffel,Libération,Presse • Journaux,Quotidien,Nationale,Mardi 30 janvier 2007
_ Y a-t-il un juste _ prix écologique _ _,l'Humanité,Presse • Journaux,Quotidien,Nationale,Mercredi 8 octobre 2008
_ La France peut calculer beaucoup plus,Ouest-France,Presse • Journaux,Quotidien,Régionale,Mardi 26 octobre 2010
_ Le réchauffement du climat accéléré par la fonte du pergélisol,Le Monde,Presse • Journaux,Quotidien,Internationale,Mercredi 17 août 2011
_ L_Indonésie invite le monde à se pencher sur le sort des océans,Le Figaro,Presse • Journaux,Quotidien,Nationale,Mardi 12 mai 2009
_ Climat _ les chercheurs ont besoin de sérénité,Le Figaro,Presse • Journaux,Quotidien,Nationale,Vendredi 16 juillet 2010
_ Ces jeunes qui se lancent malgré tout en politique,Le Monde,Presse • Journaux,Quotidien,Internationale,Mercredi 11 mars 2020
_ Le continent du bien-vivre contre le fondamentalisme marchand,Le Monde,Presse • Journaux,Quotidien,Internationale,Vendredi 9 mai 2014
_ L_effet de serre_ selon Svante Arrhenius,Les Echos,Presse • Journaux,Quotidien,Nationale,Mercredi 1 août 2018
_ Repères _ Climat,Libération,Presse • Journaux,Quotidien,Nationale,Jeudi 12 août 2010
_ Soirée Arctique _ le regard d_une scientifique,Ouest-France,Presse • Journaux,Quotidien,Régionale,Jeudi 30 avril 2015
_ François-Michel Le Tourneau Faire en sorte que l_Amazonie debout rapporte plus que le déboisement ,Le Monde,Presse • Journaux,Quotidien,Internationale,Mardi 3 septembre 2019
_ Le Giec sonne l_alarme sur les océans,Le Figaro,Presse • Journaux,Quotidien,Nationale,Mercredi 25 septembre 2019
_ Les ressources minières_ un bien commun mondial bientôt rare,Le Monde,Presse • Journaux,Quotidien,Internationale,Vendredi 14 mars 2014
_ Ces écologistes _ radicaux _ et _ non-violents _ qui bloquent les villes,Le Figaro,Presse • Journaux,Quotidien,Nationale,Samedi 12 octobre 2019
_ _Le Mot____,l'Humanité,Presse • Journaux,Quotidien,Nationale,Vendredi 27 septembre 2013
_ GIEC _ Le président_ accusé de harcèlement_ démissionne,Les Echos,Presse • Journaux,Quotidien,Nationale,Mercredi 25 février 2015
_ Climat La haute mer absorberait l_équivalent de 1_5 milliard de CO2,l'Humanité,Presse • Journaux,Quotidien,Nationale,Vendredi 6 juin 2014
_ Le climat dope la recherche scientifique,Ouest-France,Presse • Journaux,Quotidien,Régionale,Jeudi 5 septembre 2013
_ L_énergie des courants approche de la maturité,Le Monde,Presse • Journaux,Quotidien,Internationale,Samedi 20 octobre 2012
_ _Climatologue et membre du Groupe international d_experts____,l'Humanité,Presse • Journaux,Quotidien,Nationale,Mardi 6 décembre 2011
_ En répit_ Venise n_est pas sauvée des eaux,Ouest-France,Presse • Journaux,Quotidien,Régionale,Lundi 18 novembre 2019
_ La fonte du permafrost_ une bombe climatique,Le Figaro,Presse • Journaux,Quotidien,Nationale,Samedi 14 mars 2015
_ Giec _ l_Onu va créer une commission d_examen,Ouest-France,Presse • Journaux,Quotidien,Régionale,Samedi 27 février 2010
_ Des Belges ont commencé à sauver la planète de Christos Doulkeridis et Caroline Chapeaux_,La Croix,Presse • Journaux,Quotidien,Nationale,Mercredi 23 septembre 2009
_ Pécresse veut que la France soit le moteur de la biodiversité,Le Figaro,Presse • Journaux,Quotidien,Nationale,Mardi 11 novembre 2008
_ Avenir,Libération,Presse • Journaux,Quotidien,Nationale,Jeudi 8 août 2019
_ _Nier le réchauffement est immoral_,Libération,Presse • Journaux,Quotidien,Nationale,Lundi 2 juin 2014
_ Des experts retroussent leurs manches,Ouest-France,Presse • Journaux,Quotidien,Régionale,Vendredi 16 octobre 2020
_ Le changement climatique accroît les inondations,Ouest-France,Presse • Journaux,Quotidien,Régionale,Jeudi 3 mars 2011
_ Le lexique du sommet,Le Monde,Presse • Journaux,Quotidien,Internationale,Lundi 7 décembre 2009
_ Le Giec est contredit sur les inondations éventuelles,La Croix,Presse • Journaux,Quotidien,Nationale,Vendredi 30 avril 2010
_ À nouvelle ère_ nouveaux défis,Ouest-France,Presse • Journaux,Quotidien,Régionale,Vendredi 20 février 2015
_ Une tornade meurtrière frappe l_Oklahoma,Le Monde,Presse • Journaux,Quotidien,Internationale,Mercredi 22 mai 2013
_ Il y a trente ans LES EXPERTS avaient-ils VU JUSTE _,Le Parisien,Presse • Journaux,Quotidien,Régionale,Dimanche 22 septembre 2019
_ La faiblesse d_un président _ pourquoi Donald Trump n_a-t-il pas osé dire non à ses partenaires du,La Croix,Presse • Journaux,Quotidien,Nationale,Lundi 12 juin 2017
_ La guerre du climat,Le Monde,Presse • Journaux,Quotidien,Internationale,Samedi 13 mars 2010
_ Climat__ l_ONU veut désamorcer les critiques contre le GIEC,Les Echos,Presse • Journaux,Quotidien,Nationale,Jeudi 11 mars 2010
_ _ On peut réduire l_effet de serre _ ARTHUR RIEDACKER_ membre de la mission interministérielle con,Le Parisien,Presse • Journaux,Quotidien,Régionale,Mardi 6 mars 2001
_ L_Unicef demande plus de 1 milliard de dollars pour l_aide d_urgence,Le Monde,Presse • Journaux,Quotidien,Internationale,Jeudi 29 janvier 2009
_ L_Europe se prépare à la sécheresse,La Croix,Presse • Journaux,Quotidien,Nationale,Lundi 26 mars 2012
_ Souligne le spécialiste_,La Croix,Presse • Journaux,Quotidien,Nationale,Vendredi 9 août 2019
_ PROGRAMME _ Quelle énergie _,Libération,Presse • Journaux,Quotidien,Nationale,Vendredi 20 septembre 2013
_ Un échec à La Haye n_est pas exclu,Le Figaro,Presse • Journaux,Quotidien,Nationale,Samedi 16 septembre 2000
_ Dans les Alpes_ la perte de volume de glace pourrait aller jusqu_à 95 _ en 2100,Le Figaro,Presse • Journaux,Quotidien,Nationale,Mercredi 10 avril 2019
_ D_ici à 2050_ le réchauffement pourrait déplacer 150 millions de personnes,Le Monde,Presse • Journaux,Quotidien,Internationale,Lundi 7 février 2005
_ Le réchauffement climatique affectera l_ensemble de la planète,Les Echos,Presse • Journaux,Quotidien,Nationale,Mardi 10 avril 2007
_ La Terre se réchauffe_ l_Europe brûle,l'Humanité,Presse • Journaux,Quotidien,Nationale,Vendredi 27 juillet 2018
_ Les phénomènes climatiques extrêmes sont-ils corrélés _,Le Monde,Presse • Journaux,Quotidien,Internationale,Mardi 17 août 2010
_ _L_anthropocène_ une révolution géologique d_origine humaine_,Libération,Presse • Journaux,Quotidien,Nationale,Samedi 26 octobre 2013
_ repères A l_issue de la COP21 du Bourget _,Le Parisien,Presse • Journaux,Quotidien,Régionale,Jeudi 21 avril 2016
_ La chimère du 1_5 _C,Le Monde,Presse • Journaux,Quotidien,Internationale,Mardi 23 août 2016
_ _ Chaque degré supplémentaire donne plus d_énergie aux cyclones _,Le Figaro,Presse • Journaux,Quotidien,Nationale,Vendredi 8 septembre 2017
_ Climat_ les politiques au pied du mur,Libération,Presse • Journaux,Quotidien,Nationale,Samedi 7 avril 2007
_ _ Chaque année_ une surface équivalente à celle de notre pays disparaît _,Le Parisien,Presse • Journaux,Quotidien,Régionale,Jeudi 24 janvier 2008
_ 1_5 _C_ l_urgence face aux périls,l'Humanité,Presse • Journaux,Quotidien,Nationale,Lundi 8 octobre 2018
_ Le combat d_Al Gore n_est pas terminé,La Croix,Presse • Journaux,Quotidien,Nationale,Mercredi 7 octobre 2009
_ Accord sur le climat _ les puissances disent bravo_ les ONG crient haro,Libération,Presse • Journaux,Quotidien,Nationale,Mercredi 9 juillet 2008
_ Le commerce mondial carbonise le climat,l'Humanité,Presse • Journaux,Quotidien,Nationale,Jeudi 7 octobre 2010
_ Faut-il laisser la Camargue se noyer _,Le Figaro,Presse • Journaux,Quotidien,Nationale,Samedi 14 octobre 2000
_ Réchauffement climatique _ les experts de l_ONU de plus en plus contestés,Le Figaro,Presse • Journaux,Quotidien,Nationale,Jeudi 11 février 2010
_ Antarctique _ la fonte des glaciers serait irréversible,Ouest-France,Presse • Journaux,Quotidien,Régionale,Mercredi 4 novembre 2015
_ _On attend un été chaud_ pas forcément caniculaire_,Libération,Presse • Journaux,Quotidien,Nationale,Samedi 17 juillet 2010
_ _Consommons malinà Saint-Germain____,Ouest-France,Presse • Journaux,Quotidien,Régionale,Vendredi 23 septembre 2011
_ Climat _ Vingt-trois ans de compte à rebours,Libération,Presse • Journaux,Quotidien,Nationale,Lundi 30 novembre 2015
_ _Avec les catastrophes à venir_ le business devra changer_,Libération,Presse • Journaux,Quotidien,Nationale,Mardi 1 avril 2008
_ Régionales__ Nicolas Sarkozy prône l___ouverture__ à l_écologie,Les Echos,Presse • Journaux,Quotidien,Nationale,Lundi 30 novembre 2009
_ Climat_ le _ réveil citoyen _ pourrait changer d_échelle,La Croix,Presse • Journaux,Quotidien,Nationale,Mercredi 10 octobre 2018
_ Le GIEC prêt à accoucher de son 5e rapport,l'Humanité,Presse • Journaux,Quotidien,Nationale,Mardi 24 septembre 2013
_ __ La raison environnementale est toujours insuff isante _En avril_ Jean-Louis Étienne tentera une,l'Humanité,Presse • Journaux,Quotidien,Nationale,Mardi 1 décembre 2009
_ Les climatologues et l_administration mobilisent les élus locaux contre le réchauffement climatiqu,Le Monde,Presse • Journaux,Quotidien,Internationale,Vendredi 4 juillet 2003
_ La croissance mondiale épuise les ressources naturelles,Le Monde,Presse • Journaux,Quotidien,Internationale,Samedi 14 mai 2011
_ Climat _ questions et certitudes en débat à Stockholm,Le Figaro,Presse • Journaux,Quotidien,Nationale,Vendredi 27 septembre 2013
_ Réchauffement de la planète _ l_alerte des scientifiques,Les Echos,Presse • Journaux,Quotidien,Nationale,Lundi 29 janvier 2007
_ Face aux urgentismes_ la géographie sert aussi à faire la paix,Libération,Presse • Journaux,Quotidien,Nationale,Jeudi 29 septembre 2016
_ Sur le climat_ les Américains ont franchi à Bali un pas décisif,Le Figaro,Presse • Journaux,Quotidien,Nationale,Vendredi 21 décembre 2007
_ CO2 dans l_atmosphère _ un seuil historique atteint,Ouest-France,Presse • Journaux,Quotidien,Régionale,Mardi 14 mai 2013
_ Près de 200 personnes aux conférences de l_Université du temps libre,Ouest-France,Presse • Journaux,Quotidien,Régionale,Lundi 25 novembre 2019
_ ÉCOLOGIE_ CES CATASTROPHES QUI CHANGÈRENT LE MONDE,Le Monde,Presse • Journaux,Quotidien,Internationale,Lundi 28 juin 2010
_ Inondations au nord_ sécheresses au sud___,l'Humanité,Presse • Journaux,Quotidien,Nationale,Mardi 10 avril 2007
_ Les experts du climat évaluent cette option,Le Monde,Presse • Journaux,Quotidien,Internationale,Vendredi 16 septembre 2005
_ Les scientifiques pessimistes,Le Parisien,Presse • Journaux,Quotidien,Régionale,Mercredi 31 janvier 2007
_ Climat_France La submersion qui vient,Libération,Presse • Journaux,Quotidien,Nationale,Jeudi 26 septembre 2019
_ _ Il faut savoir combien de gens sont déjà immunisés _,Le Figaro,Presse • Journaux,Quotidien,Nationale,Mardi 7 avril 2020
_ Pour une évolution _enfin_ responsable,Les Echos,Presse • Journaux,Quotidien,Nationale,Lundi 7 octobre 2013
_ La France se relance dans le calcul intensif,Les Echos,Presse • Journaux,Quotidien,Nationale,Mardi 22 avril 2008
_ L_environnement s_invitera à _ Si la mer monte _,Ouest-France,Presse • Journaux,Quotidien,Régionale,Vendredi 6 juin 2014
_ Changement de climat,Les Echos,Presse • Journaux,Quotidien,Nationale,Jeudi 18 février 2010
_ Fabius veut tirer l_Europe vers le bas carbone,l'Humanité,Presse • Journaux,Quotidien,Nationale,Mardi 1 octobre 2013
_ Les activités humaines sont-elles responsables du changement climatique _,La Croix,Presse • Journaux,Quotidien,Nationale,Samedi 30 janvier 2016
_ La prévision climatique est-elle plus fiable _,Les Echos,Presse • Journaux,Quotidien,Nationale,Vendredi 9 février 2007
_ Comprendre le changement climatique en dix questions,La Croix,Presse • Journaux,Quotidien,Nationale,Samedi 30 mai 2015
_ Toujours plus de cyclones _,Libération,Presse • Journaux,Quotidien,Nationale,Mercredi 19 octobre 2016
_ Conférence avec le Prix Nobel de la paix_ c_est complet,Ouest-France,Presse • Journaux,Quotidien,Régionale,Mardi 8 septembre 2020
_ Tenir la barre des 2 ºC _ optimiste ou réaliste _,l'Humanité,Presse • Journaux,Quotidien,Nationale,Vendredi 4 octobre 2013
_ Le réchauffement met gravement en péril la biodiversité,Le Monde,Presse • Journaux,Quotidien,Internationale,Vendredi 9 janvier 2004
_ Les groupes d_électricité ne participent pas assez à la lutte contre l_émission de gaz carbonique,Le Monde,Presse • Journaux,Quotidien,Internationale,Vendredi 28 novembre 2008
_ Ambroise Fayolle _ _La Banque européenne d_investissement est le plus grand bailleur en faveur du ,Libération,Presse • Journaux,Quotidien,Nationale,Samedi 1 juin 2019
_ __ climatologue_ membre du Groupe intergouvernemental d_experts____,Ouest-France,Presse • Journaux,Quotidien,Régionale,Lundi 30 novembre 2015
_ _Le Giec publie tous les six ou sept ans un rapport qui sert de référence dans les négociations su,Le Figaro,Presse • Journaux,Quotidien,Nationale,Jeudi 11 février 2010
_ Contre-forum de Cancun,l'Humanité,Presse • Journaux,Quotidien,Nationale,Vendredi 10 septembre 2010
_ Les ailes d_un papillon de mer modifiées par l_acidité de l_océan,Le Figaro,Presse • Journaux,Quotidien,Nationale,Mardi 19 novembre 2019
_ Le prix Nobel d_économie attribué à deux Américains,Les Echos,Presse • Journaux,Quotidien,Nationale,Mardi 9 octobre 2018
_ La fonte de la calotte glaciaire du Groenland s_accélère,La Croix,Presse • Journaux,Quotidien,Nationale,Mercredi 19 août 2020
_ Sarkozy aux avant-postes sur le climat,Libération,Presse • Journaux,Quotidien,Nationale,Jeudi 17 décembre 2009
_ Les climatologues ont péché___ par optimisme,La Croix,Presse • Journaux,Quotidien,Nationale,Vendredi 22 avril 2016
_ Climat _ le Japon propose 2005 comme année de référence,Les Echos,Presse • Journaux,Quotidien,Nationale,Mardi 1 avril 2008
_ Le réchauffement climatique ralenti___ par des pins,Ouest-France,Presse • Journaux,Quotidien,Régionale,Samedi 29 mars 2014
_ Etats-Unis _ les républicains sabrent l_environnement,Le Monde,Presse • Journaux,Quotidien,Internationale,Vendredi 25 février 2011
_ En Espagne_ les scientifiques du Giec préparent l_après-Kyoto,Libération,Presse • Journaux,Quotidien,Nationale,Vendredi 16 novembre 2007
_ La planète Terre souffre d_une dangereuse fièvre,Le Figaro,Presse • Journaux,Quotidien,Nationale,Samedi 3 février 2007
_ Antarctique _ un glacier fond à toute allure,Le Figaro,Presse • Journaux,Quotidien,Nationale,Samedi 18 janvier 2014
_ Les scientifiques entérinent la responsabilité de l_homme dans le réchauffement climatique,Le Monde,Presse • Journaux,Quotidien,Internationale,Samedi 3 février 2007
_ Bordeaux_ la peur du coup de chaud,Le Monde,Presse • Journaux,Quotidien,Internationale,Vendredi 4 septembre 2009
_ De jeunes lanceurs d_alerte à l_idéologie encore en germe,Libération,Presse • Journaux,Quotidien,Nationale,Lundi 15 juillet 2019
_ Fuites_ intox et crochets sur le climat,Libération,Presse • Journaux,Quotidien,Nationale,Jeudi 9 juillet 2009
_ Les produits verts toujours inaccessibles,Le Monde,Presse • Journaux,Quotidien,Internationale,Mercredi 4 avril 2012
_ La loi mobilité promet des débats animés,Ouest-France,Presse • Journaux,Quotidien,Régionale,Dimanche 2 juin 2019
_ Coup d_envoi pour un _ GIEC _ de l_intelligence artificielle,Les Echos,Presse • Journaux,Quotidien,Nationale,Lundi 10 décembre 2018
_ A Rouen_ la mise en pièces d_une identité verte,Libération,Presse • Journaux,Quotidien,Nationale,Jeudi 3 octobre 2019
_ Le compte est bon pour le supercalculateur,Le Parisien,Presse • Journaux,Quotidien,Régionale,Samedi 22 juin 2019
_ _ La science pour lutter contre les obscurantismes _,l'Humanité,Presse • Journaux,Quotidien,Nationale,Mercredi 12 octobre 2016
_ La réaction des associations,Ouest-France,Presse • Journaux,Quotidien,Régionale,Samedi 28 septembre 2019
_ Réchauffement climatique Un risque accru de pandémies _,Le Monde,Presse • Journaux,Quotidien,Internationale,Vendredi 20 avril 2007
